building_id,building_name,property_type,gross_floor_area,year_built,current_eui,latest_reporting_year,status,was_exempt_this_year,baseline_eui,target_2025_raw,target_2027_raw,target_2030_raw,target_2025_capped,target_2027_capped,target_2030_capped,is_mai,building_age,target_2025_final,target_2027_final,target_2030_final,hit_42_pct_cap,hit_mai_floor,gap_2025,gap_2027,gap_2030,pct_reduction_2030,pct_reduction_requested,penalty_2025,penalty_2027,penalty_2030_default,penalty_2028_optin,penalty_2032_optin,estimated_retrofit_cost,npv_penalties_default,npv_penalties_optin,total_penalties_default,total_penalties_optin,npv_advantage_optin,technical_difficulty_score,cash_flow_constrained,should_opt_in,decision_confidence,primary_rationale,data_recency,reporting_year_status
1044,dennis campus building #3,K-12 School,36694.0,2010,38.9,2024,in compliance,False,26.8,48.0,48.0,48.0,48.0,48.0,48.0,0,14,48.0,48.0,48.0,False,False,-9.100000000000001,-9.100000000000001,-9.100000000000001,0.0,-79.1044776119403,0.0,0.0,0.0,0.0,0.0,183470.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2024,Active in reporting year
1045,dennis campus building #4,K-12 School,41740.0,2010,22.7,2024,in compliance,False,22.3,52.8,52.8,52.8,52.8,52.8,52.8,0,14,52.8,52.8,52.8,False,False,-30.099999999999998,-30.099999999999998,-30.099999999999998,0.0,-136.77130044843045,0.0,0.0,0.0,0.0,0.0,208700.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2024,Active in reporting year
1055,building 1,Multifamily Housing,25180.0,2002,39.9,2023,in compliance,False,45.6,45.0,44.6,44.2,45.0,44.6,44.2,0,22,45.0,44.6,44.2,False,False,-5.100000000000001,-4.700000000000003,-4.300000000000004,0.0,3.070175438596488,0.0,0.0,0.0,0.0,0.0,125900.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2023,Active in reporting year
1056,building 2,Multifamily Housing,25672.0,2002,44.5,2023,in compliance,False,51.0,47.9,46.1,44.2,47.9,46.1,44.2,0,22,47.9,46.1,44.2,False,False,-3.3999999999999986,-1.6000000000000014,0.29999999999999716,0.6741573033707802,13.333333333333327,0.0,0.0,1155.2399999999889,1771.367999999983,1771.367999999983,128360.0,769.7851906417803,2382.3204695093405,1155.2399999999889,3542.735999999966,-1612.53527886756,10,False,False,100,Already meets 2025 target,Latest data from 2023,Active in reporting year
1057,building 3,Multifamily Housing,25672.0,2002,41.2,2023,in compliance,False,46.5,45.5,44.8,44.2,45.5,44.8,44.2,0,22,45.5,44.8,44.2,False,False,-4.299999999999997,-3.5999999999999943,-3.0,0.0,4.946236559139779,0.0,0.0,0.0,0.0,0.0,128360.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2023,Active in reporting year
1058,building 7,Multifamily Housing,25180.0,2002,39.1,2023,in compliance,False,41.8,44.2,44.2,44.2,44.2,44.2,44.2,0,22,44.2,44.2,44.2,False,False,-5.100000000000001,-5.100000000000001,-5.100000000000001,0.0,-5.741626794258387,0.0,0.0,0.0,0.0,0.0,125900.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2023,Active in reporting year
1060,building 9,Multifamily Housing,25180.0,2002,46.9,2023,in compliance,False,49.9,47.3,45.8,44.2,47.3,45.8,44.2,0,22,47.3,45.8,44.2,False,False,-0.3999999999999986,1.1000000000000014,2.6999999999999957,5.756929637526643,11.422845691382758,0.0,4154.700000000005,10197.899999999985,15636.779999999977,15636.779999999977,125900.0,10186.764153376827,21029.97291992097,14352.599999999991,31273.559999999954,-10843.208766544141,10,False,False,100,Already meets 2025 target,Latest data from 2023,Active in reporting year
1062,building 11,Multifamily Housing,25672.0,2002,47.3,2023,in compliance,False,51.5,48.2,46.2,44.2,48.2,46.2,44.2,0,22,48.2,46.2,44.2,False,False,-0.9000000000000057,1.0999999999999943,3.0999999999999943,6.553911205073984,14.174757281553394,0.0,4235.879999999978,11937.479999999978,18304.135999999966,18304.135999999966,128360.0,11412.186820729528,24617.31151826337,16173.359999999957,36608.27199999993,-13205.124697533842,10,False,False,100,Already meets 2025 target,Latest data from 2023,Active in reporting year
1063,building 12,Multifamily Housing,25672.0,2002,44.6,2023,in compliance,False,49.4,47.0,45.6,44.2,47.0,45.6,44.2,0,22,47.0,45.6,44.2,False,False,-2.3999999999999986,-1.0,0.3999999999999986,0.896860986547082,10.526315789473676,0.0,0.0,1540.3199999999945,2361.8239999999914,2361.8239999999914,128360.0,1026.3802541890466,3176.427292679139,1540.3199999999945,4723.647999999983,-2150.0470384900927,10,False,False,100,Already meets 2025 target,Latest data from 2023,Active in reporting year
1064,dcis at ford,K-12 School,73848.0,1973,38.4,2024,in compliance,False,40.0,52.8,52.8,52.8,52.8,52.8,52.8,0,51,52.8,52.8,52.8,False,False,-14.399999999999999,-14.399999999999999,-14.399999999999999,0.0,-31.999999999999996,0.0,0.0,0.0,0.0,0.0,369240.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2024,Active in reporting year
1066,montbello,K-12 School,304137.0,1980,49.0,2024,in compliance,False,63.8,58.8,55.8,52.8,58.8,55.8,52.8,0,44,58.8,55.8,52.8,False,False,-9.799999999999997,-6.799999999999997,-3.799999999999997,0.0,17.24137931034483,0.0,0.0,0.0,0.0,0.0,1520685.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2024,Active in reporting year
1067,"denver (wnm), co",Supermarket/Grocery Store,57561.0,2012,173.3,2023,in compliance,False,188.8,177.7,171.1,164.4,177.7,171.1,164.4,0,12,177.7,171.1,164.4,False,False,-4.399999999999977,2.200000000000017,8.900000000000006,5.135603000577037,12.923728813559324,0.0,18995.130000000147,76843.93500000004,117827.36700000007,117827.36700000007,287805.0,66710.0428249774,158466.5344933928,95839.06500000019,235654.73400000014,-91756.4916684154,10,False,False,100,Already meets 2025 target,Latest data from 2023,Active in reporting year
1068,greenwood,K-12 School,75996.0,2001,55.1,2024,in compliance,False,80.3,65.6,56.8,48.0,65.6,56.8,48.0,0,23,65.6,56.8,48.0,False,False,-10.499999999999993,-1.6999999999999957,7.100000000000001,12.885662431941928,40.2241594022416,0.0,0.0,80935.74,124101.46800000002,124101.46800000002,379980.0,53930.90097783505,166904.60001115594,80935.74,248202.93600000005,-112973.69903332088,30,False,False,75,Already meets 2025 target,Latest data from 2024,Active in reporting year
1070,oakland,K-12 School,77708.0,1984,38.1,2024,in compliance,False,45.7,48.0,48.0,48.0,48.0,48.0,48.0,0,40,48.0,48.0,48.0,False,False,-9.899999999999999,-9.899999999999999,-9.899999999999999,0.0,-5.032822757111591,0.0,0.0,0.0,0.0,0.0,388540.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2024,Active in reporting year
1071,4555 airport way,Office,92226.0,2008,46.6,2023,in compliance,False,75.7,63.2,55.8,48.3,63.2,55.8,48.3,0,16,63.2,55.8,48.3,False,False,-16.6,-9.199999999999996,-1.6999999999999957,0.0,36.19550858652577,0.0,0.0,0.0,0.0,0.0,461130.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2023,Active in reporting year
1115,towne square lofts homeowners association inc.,Multifamily Housing,50000.0,2002,51.8,2023,pending revisions,False,72.3,59.5,51.9,44.2,59.5,51.9,44.2,0,22,59.5,51.9,44.2,False,False,-7.700000000000003,-0.10000000000000142,7.599999999999994,14.671814671814662,38.86583679114799,0.0,0.0,56999.999999999956,87399.99999999994,87399.99999999994,250000.0,37981.506757541174,117544.63727193794,56999.999999999956,174799.99999999988,-79563.13051439676,30,False,False,75,Already meets 2025 target,Latest data from 2023,Active in reporting year
1117,denver airport co cy,Hotel,72203.0,2007,80.1,2024,in compliance,False,102.9,83.9,72.5,61.1,83.9,72.5,61.1,0,17,83.9,72.5,61.1,False,False,-3.8000000000000114,7.599999999999994,18.999999999999993,23.720349563046188,40.62196307094266,0.0,82311.41999999994,205778.54999999993,315527.1099999999,315527.1099999999,866436.0,204309.57401060848,424353.772247287,288089.96999999986,631054.2199999999,-220044.1982366785,50,False,False,75,Already meets 2025 target,Latest data from 2024,Active in reporting year
1121,cae building,K-12 School,45355.0,2003,62.4,2024,in compliance,False,80.8,65.9,56.9,48.0,65.9,56.9,48.0,0,21,65.9,56.9,48.0,False,False,-3.500000000000007,5.5,14.399999999999999,23.076923076923077,40.59405940594059,0.0,37417.875,97966.79999999997,150215.75999999998,150215.75999999998,544260.0,95823.54729245476,202025.82404723682,135384.675,300431.51999999996,-106202.27675478205,50,False,False,75,Already meets 2025 target,Latest data from 2024,Active in reporting year
1125,homewood suites dia,Hotel,93875.0,2008,59.3,2023,in compliance,False,60.4,61.1,61.1,61.1,61.1,61.1,61.1,0,16,61.1,61.1,61.1,False,False,-1.8000000000000043,-1.8000000000000043,-1.8000000000000043,0.0,-1.1589403973509982,0.0,0.0,0.0,0.0,0.0,469375.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2023,Active in reporting year
1126,king (mlk),K-12 School,203487.0,1984,46.2,2024,in compliance,False,41.1,48.0,48.0,48.0,48.0,48.0,48.0,0,40,48.0,48.0,48.0,False,False,-1.7999999999999972,-1.7999999999999972,-1.7999999999999972,0.0,-16.788321167883208,0.0,0.0,0.0,0.0,0.0,1017435.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2024,Active in reporting year
1149,marrama,K-12 School,80779.0,1984,29.6,2024,in compliance,False,29.6,48.0,48.0,48.0,48.0,48.0,48.0,0,40,48.0,48.0,48.0,False,False,-18.4,-18.4,-18.4,0.0,-62.16216216216215,0.0,0.0,0.0,0.0,0.0,403895.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2024,Active in reporting year
1150,green valley ranch elementary,K-12 School,74435.0,2000,45.3,2024,in compliance,False,73.9,62.1,55.1,48.0,62.1,55.1,48.0,0,24,62.1,55.1,48.0,False,False,-16.800000000000004,-9.800000000000004,-2.700000000000003,0.0,35.04736129905278,0.0,0.0,0.0,0.0,0.0,372175.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2024,Active in reporting year
1156,sp richards,Distribution Center,210000.0,1990,14.4,2023,in compliance,False,15.4,25.4,25.4,25.4,25.4,25.4,25.4,0,34,25.4,25.4,25.4,False,False,-10.999999999999998,-10.999999999999998,-10.999999999999998,0.0,-64.93506493506493,0.0,0.0,0.0,0.0,0.0,1050000.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2023,Active in reporting year
1159,denver business center-11585 e 53rd,Non-Refrigerated Warehouse,167972.0,1985,22.6,2024,in compliance,False,27.3,27.3,27.2,27.2,27.3,27.2,27.2,0,39,27.3,27.2,27.2,False,False,-4.699999999999999,-4.599999999999998,-4.599999999999998,0.0,0.3663003663003715,0.0,0.0,0.0,0.0,0.0,839860.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2024,Active in reporting year
1165,parent - 11500-11600 east 53rd ave,Distribution Center,193365.0,1995,29.6,2024,in compliance,False,42.0,34.5,29.9,25.4,34.5,29.9,25.4,0,29,34.5,29.9,25.4,False,False,-4.899999999999999,-0.29999999999999716,4.200000000000003,14.189189189189197,39.523809523809526,0.0,0.0,121819.95000000008,186790.59000000014,186790.59000000014,966825.0,81173.7763882164,251215.47079360767,121819.95000000008,373581.1800000003,-170041.6944053913,30,False,False,75,Already meets 2025 target,Latest data from 2024,Active in reporting year
1168,den00107 - denver 2,Distribution Center,91892.0,1998,29.5,2023,in compliance,False,34.1,31.6,30.2,28.7,31.6,30.2,28.7,0,26,31.6,30.2,28.7,False,False,-2.1000000000000014,-0.6999999999999993,0.8000000000000007,2.7118644067796636,15.835777126099712,0.0,0.0,11027.04000000001,16908.128000000015,16908.128000000015,459460.0,7347.782355713641,22739.814333037768,11027.04000000001,33816.25600000003,-15392.031977324128,10,False,False,100,Already meets 2025 target,Latest data from 2023,Active in reporting year
1171,den00113 - denver business center 13,Non-Refrigerated Warehouse,228376.0,1998,15.5,2023,in compliance,False,25.0,27.2,27.2,27.2,27.2,27.2,27.2,0,26,27.2,27.2,27.2,False,False,-11.7,-11.7,-11.7,0.0,-8.799999999999997,0.0,0.0,0.0,0.0,0.0,1141880.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2023,Active in reporting year
1176,lyk havana - 10500 e 54th,Non-Refrigerated Warehouse,104048.0,1985,20.6,2024,in compliance,False,25.0,27.2,27.2,27.2,27.2,27.2,27.2,0,39,27.2,27.2,27.2,False,False,-6.599999999999998,-6.599999999999998,-6.599999999999998,0.0,-8.799999999999997,0.0,0.0,0.0,0.0,0.0,520240.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2024,Active in reporting year
1178,lyk havana - 10600 e 54th,Manufacturing/Industrial Plant,74190.0,1985,43.7,2023,in compliance,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,39,52.9,52.9,52.9,False,True,-9.199999999999996,-9.199999999999996,-9.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370950.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2023,Active in reporting year
1179,11211-mountain view 5150,Non-Refrigerated Warehouse,65737.0,1997,42.1,2024,in compliance,False,47.6,43.6,41.1,38.7,43.6,41.1,38.7,0,27,43.6,41.1,38.7,False,False,-1.5,1.0,3.3999999999999986,8.076009501187645,18.697478991596636,0.0,9860.55,33525.86999999998,51406.33399999998,51406.33399999998,328685.0,30388.848801159373,69136.60049782715,43386.419999999984,102812.66799999996,-38747.75169666778,10,False,False,100,Already meets 2025 target,Latest data from 2024,Active in reporting year
1187,5475 joliet,Distribution Center,82924.0,1981,24.4,2024,pending revisions,False,47.2,38.6,33.4,28.2,38.6,33.4,28.2,0,43,38.6,33.4,28.2,False,False,-14.200000000000003,-9.0,-3.8000000000000007,0.0,40.2542372881356,0.0,0.0,0.0,0.0,0.0,414620.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2024,Active in reporting year
1189,"extra building materials, inc.",Other,38700.0,1987,42.1,2024,pending revisions,False,41.4,49.2,49.2,49.2,49.2,49.2,49.2,0,37,49.2,49.2,49.2,False,False,-7.100000000000001,-7.100000000000001,-7.100000000000001,0.0,-18.84057971014494,0.0,0.0,0.0,0.0,0.0,193500.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2024,Active in reporting year
1190,joliet,Distribution Center,119983.0,1975,22.8,2024,in compliance,False,37.8,32.2,28.8,25.4,32.2,28.8,25.4,0,49,32.2,28.8,25.4,False,False,-9.400000000000002,-6.0,-2.599999999999998,0.0,32.804232804232804,0.0,0.0,0.0,0.0,0.0,599915.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2024,Active in reporting year
1193,action gypsum supply (denver),Non-Refrigerated Warehouse,40300.0,1987,9.7,2023,in compliance,False,8.1,27.2,27.2,27.2,27.2,27.2,27.2,0,37,27.2,27.2,27.2,False,False,-17.5,-17.5,-17.5,0.0,-235.80246913580248,0.0,0.0,0.0,0.0,0.0,201500.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2023,Active in reporting year
1194,may business center,Manufacturing/Industrial Plant,41140.0,1999,37.7,2023,in compliance,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,25,52.9,52.9,52.9,False,True,-15.199999999999996,-15.199999999999996,-15.199999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205700.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2023,Active in reporting year
1203,den00108 - denver 3,Non-Refrigerated Warehouse,153162.0,2001,32.9,2023,in compliance,False,37.7,32.9,30.1,27.2,32.9,30.1,27.2,0,23,32.9,30.1,27.2,False,False,0.0,2.799999999999997,5.699999999999999,17.325227963525837,27.851458885941653,0.0,64328.039999999935,130953.50999999998,200795.38199999998,200795.38199999998,1837944.0,139770.69554652763,270050.57600766857,195281.54999999993,401590.76399999997,-130279.88046114094,30,False,False,75,Already meets 2025 target,Latest data from 2023,Active in reporting year
1207,cri,Food Sales,51020.0,1973,53.5,2023,pending revisions,False,48.5,144.3,144.3,144.3,144.3,144.3,144.3,0,51,144.3,144.3,144.3,False,False,-90.80000000000001,-90.80000000000001,-90.80000000000001,0.0,-197.52577319587633,0.0,0.0,0.0,0.0,0.0,255100.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2023,Active in reporting year
1213,nulite,Manufacturing/Industrial Plant,58194.0,1970,35.6,2023,in compliance,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,54,52.9,52.9,52.9,False,True,-17.299999999999997,-17.299999999999997,-17.299999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290970.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2023,Active in reporting year
1218,ironton llc,Non-Refrigerated Warehouse,48000.0,1969,29.4,2023,in compliance,False,35.7,31.8,29.5,27.2,31.8,29.5,27.2,0,55,31.8,29.5,27.2,False,False,-2.400000000000002,-0.10000000000000142,2.1999999999999993,7.48299319727891,23.809523809523817,0.0,0.0,15839.999999999995,24287.999999999993,24287.999999999993,240000.0,10554.860825253552,32665.036041885927,15839.999999999995,48575.999999999985,-22110.175216632375,10,False,False,100,Already meets 2025 target,Latest data from 2023,Active in reporting year
1220,denver 4,Non-Refrigerated Warehouse,52915.0,1972,30.7,2024,in compliance,False,39.3,35.0,32.5,29.9,35.0,32.5,29.9,0,52,35.0,32.5,29.9,False,False,-4.300000000000001,-1.8000000000000007,0.8000000000000007,2.605863192182413,23.91857506361323,0.0,0.0,6349.800000000006,9736.36000000001,9736.36000000001,264575.0,4231.139852790094,13094.472592093909,6349.800000000006,19472.72000000002,-8863.332739303816,10,False,False,100,Already meets 2025 target,Latest data from 2024,Active in reporting year
1235,glasser-schwartz building 11611 e 51st second attempt,Manufacturing/Industrial Plant,46421.0,1979,23.9,2024,in compliance,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45,52.9,52.9,52.9,False,True,-29.0,-29.0,-29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232105.0,0.0,0.0,0.0,0.0,0.0,10,False,False,100,Already meets 2025 target,Latest data from 2024,Active in reporting year
1237,"si partners investments, llc",Distribution Center,55136.0,1987,25.7,2023,in compliance,False,26.9,26.2,25.8,25.4,26.2,25.8,25.4,0,37,26.2,25.8,25.4,False,False,-0.5,-0.10000000000000142,0.3000000000000007,1.167315175097279,5.576208178438662,0.0,0.0,2481.120000000006,3804.384000000009,3804.384000000009,275680.0,1653.2750183556288,5116.532463651782,2481.120000000006,7608.768000000018,-3463.2574452961526,10,False,False,100,Already meets 2025 target,Latest data from 2023,Active in reporting year
1241,4940-4950 paris - 11521,Other,25290.0,1984,51.1,2023,in compliance,False,52.8,51.2,50.2,49.2,51.2,50.2,49.2,0,40,51.2,50.2,49.2,False,False,-0.10000000000000142,0.8999999999999986,1.8999999999999986,3.7181996086105644,6.818181818181808,0.0,3414.1499999999946,7207.649999999994,11051.729999999992,11051.729999999992,126450.0,7589.724925877979,14863.519383036553,10621.799999999988,22103.459999999985,-7273.794457158574,10,False,False,100,Already meets 2025 target,Latest data from 2023,Active in reporting year
1242,12055 east 49th ave/4955 peoria - 11520,Mixed Use Property,49575.0,1984,48.8,2023,in compliance,False,59.9,54.5,51.3,48.1,54.5,51.3,48.1,0,40,54.5,51.3,48.1,False,False,-5.700000000000003,-2.5,0.6999999999999957,1.434426229508188,19.699499165275455,0.0,0.0,5205.374999999968,7981.574999999952,7981.574999999952,247875.0,3468.561153298857,10734.454670866855,5205.374999999968,15963.149999999903,-7265.893517567998,10,False,False,100,Already meets 2025 target,Latest data from 2023,Active in reporting year
